EventID,Field,Value,Hexadecimal,Translation,Notes
,,"035da4f8-1a9e-11d3-aa59-00c04f8eedd8",,"ms-Exch-CI-Update-Schedule",
,,"035da502-1a9e-11d3-aa59-00c04f8eedd8",,"ms-Exch-CI-Update-Style",
,,"00aa8efe-a981-11d2-a9ff-00c04f8eedd8",,"ms-Exch-CTP",
,,"9c288cf0-b093-11d2-aa06-00c04f8eedd8",,"ms-Exch-CTP-Class-GUID",
,,"9c478b82-b093-11d2-aa06-00c04f8eedd8",,"ms-Exch-CTP-Frame-Hint",
,,"9c6427ba-b093-11d2-aa06-00c04f8eedd8",,"ms-Exch-CTP-Property-Schema",
,,"9c8588a6-b093-11d2-aa06-00c04f8eedd8",,"ms-Exch-CTP-Provider-GUID",
,,"9ca48738-b093-11d2-aa06-00c04f8eedd8",,"ms-Exch-CTP-Provider-Name",
,,"8aa962e6-b09e-11d2-aa06-00c04f8eedd8",,"ms-Exch-CTP-Require-CMS-Authentication",
,,"9cc385ca-b093-11d2-aa06-00c04f8eedd8",,"ms-Exch-CTP-Snapin-GUID",
,,"a019e10c-45a3-4b6d-b269-a3bafe70edb7",,"ms-Exch-CU",
,,"75447978-3752-4256-a89f-b4dfebae9a32",,"ms-Exch-CalCon-Client-Wait",
,,"73b41a3e-68b0-45a1-9e30-697b6d19aee6",,"ms-Exch-CalCon-Providers",
,,"5ebb881a-19d4-4526-b6f7-cc46d9aa1869",,"ms-Exch-CalCon-Query-Window",
,,"22bf39b6-7528-412c-b277-aa268db43960",,"ms-Exch-CalCon-Refresh-Interval",
,,"33b45526-8e8b-4679-97c3-4eeff39c7fbd",,"ms-Exch-CalCon-Target-SiteDN",
,,"9dec1bbb-a410-4aa6-8f72-d480ea3b8970",,"ms-Exch-Calculated-Target-Address",
,,"922180da-b09e-11d2-aa06-00c04f8eedd8",,"ms-Exch-Calendar-Connector",
,,"ab3f6345-9ba8-4ecc-99b9-237e57040642",,"ms-Exch-Calendar-Logging-Quota",
,,"459f9bdd-288c-45a7-ab85-68d637fb33b7",,"ms-Exch-Calendar-Repair-Disabled",
,,"7a8fed44-72e6-487a-a370-0d72c6c75d6d",,"ms-Exch-Calendar-Repair-Flags",
,,"5a8ddfdd-afb0-4e9f-becd-85e1661b9aeb",,"ms-Exch-Calendar-Repair-Interval-End-Window",
,,"33b890e7-91b8-4280-8a3b-316370188e2b",,"ms-Exch-Calendar-Repair-Interval-Start-Window",
,,"1086b7ae-38f4-4f28-a53f-009bdaa3c92f",,"ms-Exch-Calendar-Repair-Log-File-Age-Limit",
,,"72775ae0-98f1-467d-a353-649f0bf2c0f6",,"ms-Exch-Calendar-Repair-Log-File-Size-Limit",
,,"7047786b-de7e-463c-ac2d-17a867010064",,"ms-Exch-Calendar-Repair-Log-Path",
,,"3e6952eb-fde4-4dcd-b64b-fc086db4a6e8",,"ms-Exch-Calendar-Repair-Max-Threads",
,,"a8df73a9-c5ea-11d1-bbcb-0080c76670c0",,"ms-Exch-Can-Preserve-DNs",
,,"eba03ca3-b6c9-450e-bddb-39d91542c76a",,"ms-Exch-Canary-Data-0",
,,"ee29696b-bb26-4dde-8022-c5f6235c383d",,"ms-Exch-Canary-Data-1",
,,"8ca16d97-e1e2-4f72-9115-12e9c6b3143b",,"ms-Exch-Canary-Data-2",
,,"f22218a1-07af-47ee-8a2b-ad0167ad5d14",,"ms-Exch-Capability-Identifiers",
,,"94abaa48-b093-11d2-aa06-00c04f8eedd8",,"ms-Exch-Catalog",
,,"bc887309-257a-4d45-92bb-8ac2fdf51599",,"ms-Exch-Catch-All-Recipient-BL",
,,"f2151825-57fd-49ce-bc94-b734518c53fb",,"ms-Exch-Catch-All-Recipient-Link",
,,"98ce3e60-b093-11d2-aa06-00c04f8eedd8",,"ms-Exch-Certificate",
,,"a8df73aa-c5ea-11d1-bbcb-0080c76670c0",,"ms-Exch-Certificate-Chain-V3",
,,"e8977034-a980-11d2-a9ff-00c04f8eedd8",,"ms-Exch-Certificate-Information",
,,"a8df73ab-c5ea-11d1-bbcb-0080c76670c0",,"ms-Exch-Certificate-Revocation-List-V1",
,,"a8df73ac-c5ea-11d1-bbcb-0080c76670c0",,"ms-Exch-Certificate-Revocation-List-V3",
,,"a8df73ad-c5ea-11d1-bbcb-0080c76670c0",,"ms-Exch-Character-Set",
,,"a8df73ae-c5ea-11d1-bbcb-0080c76670c0",,"ms-Exch-Character-Set-List",
,,"8cac5ed6-b09e-11d2-aa06-00c04f8eedd8",,"ms-Exch-Chat-Access",
,,"98af3fce-b093-11d2-aa06-00c04f8eedd8",,"ms-Exch-Chat-Admin-Message",
,,"e8d0a8a4-a980-11d2-a9ff-00c04f8eedd8",,"ms-Exch-Chat-Ban",
,,"9890413c-b093-11d2-aa06-00c04f8eedd8",,"ms-Exch-Chat-Ban-Mask",
,,"959c77ca-b093-11d2-aa06-00c04f8eedd8",,"ms-Exch-Chat-Ban-Reason",
,,"95b91402-b093-11d2-aa06-00c04f8eedd8",,"ms-Exch-Chat-Broadcast-Address",
,,"e902ba06-a980-11d2-a9ff-00c04f8eedd8",,"ms-Exch-Chat-Channel",
,,"95d81294-b093-11d2-aa06-00c04f8eedd8",,"ms-Exch-Chat-Channel-Auto-Create",
,,"95f4aecc-b093-11d2-aa06-00c04f8eedd8",,"ms-Exch-Chat-Channel-Flags",
,,"96114b04-b093-11d2-aa06-00c04f8eedd8",,"ms-Exch-Chat-Channel-Host-Key",
,,"962de73c-b093-11d2-aa06-00c04f8eedd8",,"ms-Exch-Chat-Channel-Join-Message",
,,"964a8374-b093-11d2-aa06-00c04f8eedd8",,"ms-Exch-Chat-Channel-Key",
,,"9683bbe4-b093-11d2-aa06-00c04f8eedd8",,"ms-Exch-Chat-Channel-LCID",
,,"96671fac-b093-11d2-aa06-00c04f8eedd8",,"ms-Exch-Chat-Channel-Language",
,,"96a0581c-b093-11d2-aa06-00c04f8eedd8",,"ms-Exch-Chat-Channel-Limit",
,,"96ba91fa-b093-11d2-aa06-00c04f8eedd8",,"ms-Exch-Chat-Channel-Mode",
,,"96d72e32-b093-11d2-aa06-00c04f8eedd8",,"ms-Exch-Chat-Channel-Name",
,,"96f3ca6a-b093-11d2-aa06-00c04f8eedd8",,"ms-Exch-Chat-Channel-Owner-Key",
,,"972d02da-b093-11d2-aa06-00c04f8eedd8",,"ms-Exch-Chat-Channel-PICS",
,,"9712c8fc-b093-11d2-aa06-00c04f8eedd8",,"ms-Exch-Chat-Channel-Part-Message",
,,"97499f12-b093-11d2-aa06-00c04f8eedd8",,"ms-Exch-Chat-Channel-Subject",
,,"97663b4a-b093-11d2-aa06-00c04f8eedd8",,"ms-Exch-Chat-Channel-Topic",
,,"97a1d614-b093-11d2-aa06-00c04f8eedd8",,"ms-Exch-Chat-Class-IP",
,,"9782d782-b093-11d2-aa06-00c04f8eedd8",,"ms-Exch-Chat-Class-Ident-Mask",
,,"8090a000-1234-11d3-aa58-00c04f8eedd8",,"ms-Exch-Chat-Class-Restrictions",
,,"8090a006-1234-11d3-aa58-00c04f8eedd8",,"ms-Exch-Chat-Class-Scope-Type",
,,"97be724c-b093-11d2-aa06-00c04f8eedd8",,"ms-Exch-Chat-Client-Port",
,,"97db0e84-b093-11d2-aa06-00c04f8eedd8",,"ms-Exch-Chat-DNS-Reverse-Mode",
,,"97fa0d16-b093-11d2-aa06-00c04f8eedd8",,"ms-Exch-Chat-Duration",
,,"98190ba8-b093-11d2-aa06-00c04f8eedd8",,"ms-Exch-Chat-Enable-Anonymous",
,,"9835a7e0-b093-11d2-aa06-00c04f8eedd8",,"ms-Exch-Chat-Enable-Authenticated",
,,"3b9d8de5-2d93-11d3-aa6b-00c04f8eedd8",,"ms-Exch-Chat-Extensions",
,,"987142aa-b093-11d2-aa06-00c04f8eedd8",,"ms-Exch-Chat-Input-Flood-Limit",
,,"99ff6b60-b093-11d2-aa06-00c04f8eedd8",,"ms-Exch-Chat-MOTD",
,,"9969373a-b093-11d2-aa06-00c04f8eedd8",,"ms-Exch-Chat-Max-Anonymous",
,,"9985d372-b093-11d2-aa06-00c04f8eedd8",,"ms-Exch-Chat-Max-Connections",
,,"2ac57e6b-f737-4e41-8386-7295ddbe05e6",,"ms-Exch-Chat-Max-Connections-Per-IP",
,,"99a4d204-b093-11d2-aa06-00c04f8eedd8",,"ms-Exch-Chat-Max-Memberships",
,,"3de37b23-2789-4df7-b51f-f920ce544458",,"ms-Exch-Chat-Max-Octets-To-Mask",
,,"99e2cf28-b093-11d2-aa06-00c04f8eedd8",,"ms-Exch-Chat-Message-Lag",
,,"e934cb68-a980-11d2-a9ff-00c04f8eedd8",,"ms-Exch-Chat-Network",
,,"917cfe98-b09e-11d2-aa06-00c04f8eedd8",,"ms-Exch-Chat-Network-Mode",
,,"9a1e69f2-b093-11d2-aa06-00c04f8eedd8",,"ms-Exch-Chat-Network-Name",
,,"9a3d6884-b093-11d2-aa06-00c04f8eedd8",,"ms-Exch-Chat-Nick-Delay",
,,"9a5c6716-b093-11d2-aa06-00c04f8eedd8",,"ms-Exch-Chat-Output-Saturation",
,,"9a7b65a8-b093-11d2-aa06-00c04f8eedd8",,"ms-Exch-Chat-Ping-Delay",
,,"9a9a643a-b093-11d2-aa06-00c04f8eedd8",,"ms-Exch-Chat-Protection-Level",
,,"e9621816-a980-11d2-a9ff-00c04f8eedd8",,"ms-Exch-Chat-Protocol",
,,"9ab70072-b093-11d2-aa06-00c04f8eedd8",,"ms-Exch-Chat-Server-Port",
,,"9ad39caa-b093-11d2-aa06-00c04f8eedd8",,"ms-Exch-Chat-Start-Time",
,,"9af29b3c-b093-11d2-aa06-00c04f8eedd8",,"ms-Exch-Chat-Title",
,,"e9a0153a-a980-11d2-a9ff-00c04f8eedd8",,"ms-Exch-Chat-User-Class",
,,"ea5ed15a-a980-11d2-a9ff-00c04f8eedd8",,"ms-Exch-Chat-Virtual-Network",
,,"9b309860-b093-11d2-aa06-00c04f8eedd8",,"ms-Exch-Child-Sync-Agreements",
,,"2a9e76c5-75e7-49b6-a44c-fee3a2c087db",,"ms-Exch-Class-Factory",
,,"70b0d395-ce13-42f9-a629-cb849bd174e4",,"ms-Exch-Classification-Engine-Config",
,,"d0e851e9-b4e9-4cdb-b51c-d1ed43a836ba",,"ms-Exch-Client-Access-Array",
,,"f49844ac-d8be-4769-b78d-819321e1610d",,"ms-Exch-Client-Access-Array-2",
,,"a8df73af-c5ea-11d1-bbcb-0080c76670c0",,"ms-Exch-Client-Access-Enabled",
,,"dc1f6c63-9a67-4621-b19e-514c74c38425",,"ms-Exch-Client-Access-Rule",
,,"a8df73b0-c5ea-11d1-bbcb-0080c76670c0",,"ms-Exch-Clock-Alert-Offset",
,,"a8df73b1-c5ea-11d1-bbcb-0080c76670c0",,"ms-Exch-Clock-Alert-Repair",
,,"a8df73b2-c5ea-11d1-bbcb-0080c76670c0",,"ms-Exch-Clock-Warning-Offset",
,,"a8df73b3-c5ea-11d1-bbcb-0080c76670c0",,"ms-Exch-Clock-Warning-Repair",
,,"2d2f066e-01b7-4206-84cf-1c5c3355b752",,"ms-Exch-Cluster-Replication-Ordered-Prefixes",
,,"f390e0f2-195c-4786-a231-ecc35c4223d0",,"ms-Exch-Cluster-Storage-Type",
,,"985ff231-3e3c-4e58-84fb-93b6e6385e7c",,"ms-Exch-Cmdlet-Extension-Agent",
,,"ba626c00-de99-4f03-a5d2-fb5e4a8a76ad",,"ms-Exch-Cmdlet-Extension-Flags",
,,"e576cdf7-711f-4395-b995-a6dff0de17ad",,"ms-Exch-Co-Managed-By-Link",
,,"f15b29a8-636e-4338-82ce-59cd1c7c03d6",,"ms-Exch-Co-Managed-Objects-BL",
,,"8fead25a-9fb3-4e3a-b11d-b4b4750c52b2",,"ms-Exch-Coexistence-Domains",
,,"c7ecbeaf-ab81-4731-931a-f4cd30325440",,"ms-Exch-Coexistence-Edge-Transport-Servers",
,,"7d21f8f2-7c5e-483e-bd91-9940a497a376",,"ms-Exch-Coexistence-External-IP-Addresses",
,,"fb7966d2-abc7-4e76-a9f3-27251699cfa5",,"ms-Exch-Coexistence-Feature-Flags",
,,"c58d5c47-3219-44df-9645-da95ea53e621",,"ms-Exch-Coexistence-Frontend-Transport-Servers",
,,"5fc499bd-b499-479c-802e-96c8c3f38537",,"ms-Exch-Coexistence-On-Premises-Smart-Host",
,,"26a50814-02a8-4124-a48b-2d80d885987d",,"ms-Exch-Coexistence-Relationship",
,,"97bf111c-5dba-4b4d-99bc-4c37a3370528",,"ms-Exch-Coexistence-Secure-Mail-Certificate-Thumbprint",
,,"dafce8a0-7ef7-4393-a0d3-f106d0d5f140",,"ms-Exch-Coexistence-Servers",
,,"2de6e148-9455-4ca7-b19e-8498e34099ae",,"ms-Exch-Coexistence-Transport-Servers",
,,"a8bb4174-c8ed-4f8b-b906-5fa9da68b40a",,"ms-Exch-Community-URL",
,,"22966a44-ae84-4b1f-99c5-5d801b39b370",,"ms-Exch-Community-URL-Enabled",
,,"e93e4d70-02c9-4c01-8111-95a8ddfa4251",,"ms-Exch-Component-States",
,,"167757a9-47f3-11d1-a9c3-0000f80367c1",,"ms-Exch-Compromised-Key-List",
,,"8a5852f2-b09e-11d2-aa06-00c04f8eedd8",,"ms-Exch-Computer-Link",
,,"a8df73b4-c5ea-11d1-bbcb-0080c76670c0",,"ms-Exch-Computer-Name",
,,"ed2c752c-a980-11d2-a9ff-00c04f8eedd8",,"ms-Exch-Computer-Policy",
,,"ed7fe77a-a980-11d2-a9ff-00c04f8eedd8",,"ms-Exch-Conference-Container",
,,"628f0513-88f6-4cef-9de4-b367eb7e8383",,"ms-Exch-Conference-Mailbox",
,,"9423ec2c-383b-44b2-8913-ab79ac609bd4",,"ms-Exch-Conference-Mailbox-BL",
,,"eddce330-a980-11d2-a9ff-00c04f8eedd8",,"ms-Exch-Conference-Site",
,,"8cfd6eca-b09e-11d2-aa06-00c04f8eedd8",,"ms-Exch-Conference-Zone",
,,"8d1a0b02-b09e-11d2-aa06-00c04f8eedd8",,"ms-Exch-Conference-Zone-BL",
,,"244ef357-7b26-4762-927a-cc1a957da060",,"ms-Exch-Config-Filter",
,,"c53e581b-3543-4add-b708-c3ae5d501983",,"ms-Exch-Config-Restriction-BL",
,,"0df193c4-d178-4380-b860-a4ff5f81f9ae",,"ms-Exch-Config-Restriction-Link",
,,"3849cc38-1c78-4e1b-9779-d88d26933001",,"ms-Exch-Config-Settings",
,,"0cea1de9-546a-4542-8861-945c121098cf",,"ms-Exch-Configuration-Unit-BL",
,,"d31a8bb6-32c1-4171-8a25-db5defe47682",,"ms-Exch-Configuration-Unit-Container",
,,"e7f0929c-5c95-4b0a-9aaa-77acd5525b82",,"ms-Exch-Configuration-Unit-Link",
,,"5e424ab6-64c1-4dad-b5a8-6aad088d1f80",,"ms-Exch-Configuration-XML",
,,"a8df73b5-c5ea-11d1-bbcb-0080c76670c0",,"ms-Exch-Connected-Domains",
,,"ee64c93a-a980-11d2-a9ff-00c04f8eedd8",,"ms-Exch-Connection-Agreement",
,,"a8df73b6-c5ea-11d1-bbcb-0080c76670c0",,"ms-Exch-Connection-List-Filter",
,,"a8df73b7-c5ea-11d1-bbcb-0080c76670c0",,"ms-Exch-Connection-List-Filter-Type",
,,"89652316-b09e-11d2-aa06-00c04f8eedd8",,"ms-Exch-Connector",
,,"9b8d9416-b093-11d2-aa06-00c04f8eedd8",,"ms-Exch-Connector-Type",
,,"eee325dc-a980-11d2-a9ff-00c04f8eedd8",,"ms-Exch-Connectors",
,,"006c91da-a981-11d2-a9ff-00c04f8eedd8",,"ms-Exch-Container",
,,"bf967942-0de6-11d0-a285-00aa003049e2",,"ms-Exch-Container-Info",
,,"9aa84e2b-2fbd-4927-8627-ad5426091f20",,"ms-Exch-Content-Aggregation-Flags",
,,"a43c1df3-e42c-4628-92d0-7d9056b4c29d",,"ms-Exch-Content-Aggregation-Max-Accepted-Jobs-Per-Processor",
,,"9f23be9c-0646-46ee-8c8c-6ce17f0e7273",,"ms-Exch-Content-Aggregation-Max-Active-Jobs-Per-Processor",
,,"a91d7af8-30b6-4337-b63e-cfa1949ecbf2",,"ms-Exch-Content-Aggregation-Max-Dispatchers",
,,"a1639e68-a7c4-444a-8a35-57501e94447e",,"ms-Exch-Content-Aggregation-Max-Download-Items-Per-Connection",
,,"de26a9c9-d593-4817-b813-b66e6efde165",,"ms-Exch-Content-Aggregation-Max-Download-Size-Per-Connection",
,,"9f890633-1cab-4be9-8195-546fca338b16",,"ms-Exch-Content-Aggregation-Max-Download-Size-Per-Item",
,,"19e2c1e1-b9d5-4a25-8747-a54f46ce8e49",,"ms-Exch-Content-Aggregation-Max-Number-Of-Attempts",
,,"bc39ae63-782b-451b-967b-b11cc1e51d4f",,"ms-Exch-Content-Aggregation-Proxy-Server-URL",
,,"99cbfcb7-98aa-4c84-b375-f1eab35b9f5d",,"ms-Exch-Content-Aggregation-Remote-Connection-Timeout",
,,"d131fb5f-15b9-49bd-90f4-b333e8a41f46",,"ms-Exch-Content-Byte-Encoder-Type-For-7-Bit-Charsets",
,,"ab3a1acc-1df5-11d3-aa5e-00c04f8eedd8",,"ms-Exch-Content-Config-Container",
,,"ce0f654e-2a9f-4483-98c5-b57ae05ef176",,"ms-Exch-Content-Conversion-Settings",
,,"4037f366-ea5a-46ae-93b1-7bda5e6bedd4",,"ms-Exch-Content-Preferred-Internet-Code-Page-For-Shift-Jis",
,,"9d23428e-04a7-4fb4-bed5-2c2cc84c00e3",,"ms-Exch-Content-Required-Char-Set-Coverage",
,,"a8df73b9-c5ea-11d1-bbcb-0080c76670c0",,"ms-Exch-Content-Type",
,,"a5b3a364-74f1-4bac-8769-b04e2babc814",,"ms-Exch-Continuous-Replication-Max-Memory-Per-MDB",
,,"a8df73ba-c5ea-11d1-bbcb-0080c76670c0",,"ms-Exch-Control-Msg-Folder-ID",
,,"a8df73bb-c5ea-11d1-bbcb-0080c76670c0",,"ms-Exch-Control-Msg-Rules",
,,"06431f01-c418-42c8-935a-03f57c1339e2",,"ms-Exch-Control-Panel-Feedback-Enabled",
,,"2d85b451-d05f-4755-af26-60531d033bd2",,"ms-Exch-Control-Panel-Feedback-URL",
,,"ff033a70-0f25-4a96-84e3-b813542aab11",,"ms-Exch-Control-Panel-Help-URL",
,,"86dc8dbb-44b7-42a6-855a-a0ccbd247840",,"ms-Exch-Control-Point-Config",
,,"b4b3de31-5029-44d8-8589-4729ec30b5c7",,"ms-Exch-Control-Point-Flags",
,,"7e942425-f793-4f86-8f5a-a44da9ad161f",,"ms-Exch-Control-Point-Trusted-Publishing-Domain",
,,"91462882-b09e-11d2-aa06-00c04f8eedd8",,"ms-Exch-Controlling-Zone",
,,"9bac92a8-b093-11d2-aa06-00c04f8eedd8",,"ms-Exch-Convert-To-Fixed-Font",
,,"25568433-65f1-463e-89be-951d3184aa57",,"ms-Exch-Copy-EDB-File",
,,"9c098e5e-b093-11d2-aa06-00c04f8eedd8",,"ms-Exch-Correlation-Attribute",
,,"ffc91ccc-520d-453e-8b5e-8226292c250d",,"ms-Exch-Correlation-Id",
,,"50c7d2b3-e584-4913-9e1e-8c8ca03c5186",,"ms-Exch-Cost",
,,"9dc88a93-fe13-4372-a34c-d2262e92e803",,"ms-Exch-Countries",
,,"e7810ab0-dd8d-425c-ba7f-9caa7cc5e435",,"ms-Exch-Country-List",
,,"cf0b3dc8-afe6-11d2-aa04-00c04f8eedd8",,"ms-Exch-Create-Public-Folder",
,,"cf4b9d46-afe6-11d2-aa04-00c04f8eedd8",,"ms-Exch-Create-Top-Level-Public-Folder",
,,"a8df73bc-c5ea-11d1-bbcb-0080c76670c0",,"ms-Exch-Cross-Certificate-CRL",
,,"53436e7c-17d9-40f4-954d-c34d013e9c16",,"ms-Exch-Current-Server-Roles",
,,"00e629c8-a981-11d2-a9ff-00c04f8eedd8",,"ms-Exch-Custom-Attributes",
,,"e24d7a90-439d-11d3-aa72-00c04f8eedd8",,"ms-Exch-Custom-Proxy-Addresses",
,,"396dc2e5-3bcd-4447-985b-2283965302d8",,"ms-Exch-Customer-Expectation-Critical",
,,"b7baf8c6-839e-4bd5-a166-4659b7066584",,"ms-Exch-Customer-Expectation-Overloaded",
,,"01754f6c-f4dd-492c-a65f-974c43131233",,"ms-Exch-Customer-Expectation-Underloaded",
,,"f85ee4bf-7f42-4a97-a08d-41ae0ed965b3",,"ms-Exch-Customer-Feedback-Enabled",
,,"6cd94212-89ba-48d7-b68b-8fc8d6a39c41",,"ms-Exch-Customer-Feedback-URL",
,,"89d5319c-b09e-11d2-aa06-00c04f8eedd8",,"ms-Exch-DL-Mem-Default",
,,"a8df73c2-c5ea-11d1-bbcb-0080c76670c0",,"ms-Exch-DL-Mem-Reject-Perms",
,,"a8df73c3-c5ea-11d1-bbcb-0080c76670c0",,"ms-Exch-DL-Mem-Reject-Perms-BL",
,,"a8df73c4-c5ea-11d1-bbcb-0080c76670c0",,"ms-Exch-DL-Mem-Submit-Perms",
,,"a8df73c5-c5ea-11d1-bbcb-0080c76670c0",,"ms-Exch-DL-Mem-Submit-Perms-BL",
,,"a8df73c6-c5ea-11d1-bbcb-0080c76670c0",,"ms-Exch-DL-Member-Rule",
,,"974c99da-33fc-11d3-aa6e-00c04f8eedd8",,"ms-Exch-DS2MB-Options",
,,"275dbe59-53b3-401d-88cc-9887ad198faa",,"ms-Exch-DSN-Flags",
,,"cad3f52a-2888-4da9-9bcb-a335fca35c14",,"ms-Exch-DSN-Message",
,,"61d591ae-c2e6-4886-9267-1d262bb8c363",,"ms-Exch-DSN-Send-Copy-To-Admin",
,,"40236c62-0cd2-48e5-a5d6-005b370328ba",,"ms-Exch-DSN-Text",
,,"a8df74ae-c5ea-11d1-bbcb-0080c76670c0",,"ms-Exch-DX-Requestor",
,,"a8df74af-c5ea-11d1-bbcb-0080c76670c0",,"ms-Exch-DX-Server-Conn",
,,"a8df73c9-c5ea-11d1-bbcb-0080c76670c0",,"ms-Exch-DXA-Admin-Copy",
,,"167757be-47f3-11d1-a9c3-0000f80367c1",,"ms-Exch-DXA-Admin-Forward",
,,"a8df73ca-c5ea-11d1-bbcb-0080c76670c0",,"ms-Exch-DXA-Admin-Update",
,,"a8df73cb-c5ea-11d1-bbcb-0080c76670c0",,"ms-Exch-DXA-Append-ReqCN",
,,"a8df73cc-c5ea-11d1-bbcb-0080c76670c0",,"ms-Exch-DXA-Conf-Container-List",
,,"a8df73cd-c5ea-11d1-bbcb-0080c76670c0",,"ms-Exch-DXA-Conf-Req-Time",
,,"a8df73ce-c5ea-11d1-bbcb-0080c76670c0",,"ms-Exch-DXA-Conf-Seq",
,,"a8df73cf-c5ea-11d1-bbcb-0080c76670c0",,"ms-Exch-DXA-Conf-Seq-USN",
,,"a8df73d0-c5ea-11d1-bbcb-0080c76670c0",,"ms-Exch-DXA-Exchange-Options",
,,"a8df73d1-c5ea-11d1-bbcb-0080c76670c0",,"ms-Exch-DXA-Export-Now",
,,"a8df73d2-c5ea-11d1-bbcb-0080c76670c0",,"ms-Exch-DXA-Imp-Seq",
,,"a8df73d3-c5ea-11d1-bbcb-0080c76670c0",,"ms-Exch-DXA-Imp-Seq-Time",
,,"a8df73d4-c5ea-11d1-bbcb-0080c76670c0",,"ms-Exch-DXA-Imp-Seq-USN",
,,"a8df73d5-c5ea-11d1-bbcb-0080c76670c0",,"ms-Exch-DXA-Import-Now",
,,"a8df73d6-c5ea-11d1-bbcb-0080c76670c0",,"ms-Exch-DXA-In-Template-Map",
,,"a8df73d7-c5ea-11d1-bbcb-0080c76670c0",,"ms-Exch-DXA-Local-Admin",
,,"a8df73d9-c5ea-11d1-bbcb-0080c76670c0",,"ms-Exch-DXA-Native-Address-Type",
,,"a8df73da-c5ea-11d1-bbcb-0080c76670c0",,"ms-Exch-DXA-Out-Template-Map",
,,"a8df73db-c5ea-11d1-bbcb-0080c76670c0",,"ms-Exch-DXA-Password",
,,"a8df73dc-c5ea-11d1-bbcb-0080c76670c0",,"ms-Exch-DXA-Prev-Exchange-Options",
,,"a8df73dd-c5ea-11d1-bbcb-0080c76670c0",,"ms-Exch-DXA-Prev-Export-Native-Only",
,,"a8df73de-c5ea-11d1-bbcb-0080c76670c0",,"ms-Exch-DXA-Prev-In-Exchange-Sensitivity",
,,"a8df73df-c5ea-11d1-bbcb-0080c76670c0",,"ms-Exch-DXA-Prev-Remote-Entries",
,,"a8df73e0-c5ea-11d1-bbcb-0080c76670c0",,"ms-Exch-DXA-Prev-Replication-Sensitivity",
,,"a8df73e1-c5ea-11d1-bbcb-0080c76670c0",,"ms-Exch-DXA-Prev-Template-Options",
,,"167757d8-47f3-11d1-a9c3-0000f80367c1",,"ms-Exch-DXA-Prev-Types",
,,"a8df73e2-c5ea-11d1-bbcb-0080c76670c0",,"ms-Exch-DXA-Recipient-CP",
,,"a8df73e3-c5ea-11d1-bbcb-0080c76670c0",,"ms-Exch-DXA-Remote-Client",
,,"a8df73e4-c5ea-11d1-bbcb-0080c76670c0",,"ms-Exch-DXA-Req-Seq",
,,"a8df73e5-c5ea-11d1-bbcb-0080c76670c0",,"ms-Exch-DXA-Req-Seq-Time",
,,"a8df73e6-c5ea-11d1-bbcb-0080c76670c0",,"ms-Exch-DXA-Req-Seq-USN",
,,"a8df73e7-c5ea-11d1-bbcb-0080c76670c0",,"ms-Exch-DXA-ReqName",
,,"a8df74b0-c5ea-11d1-bbcb-0080c76670c0",,"ms-Exch-DXA-Site-Server",
,,"a8df73e8-c5ea-11d1-bbcb-0080c76670c0",,"ms-Exch-DXA-Svr-Seq",
,,"a8df73e9-c5ea-11d1-bbcb-0080c76670c0",,"ms-Exch-DXA-Svr-Seq-Time",
,,"a8df73ea-c5ea-11d1-bbcb-0080c76670c0",,"ms-Exch-DXA-Svr-Seq-USN",
,,"a8df73eb-c5ea-11d1-bbcb-0080c76670c0",,"ms-Exch-DXA-Template-Options",
,,"a8df73ec-c5ea-11d1-bbcb-0080c76670c0",,"ms-Exch-DXA-Template-TimeStamp",
,,"a8df73ed-c5ea-11d1-bbcb-0080c76670c0",,"ms-Exch-DXA-Types",
,,"a8df73ee-c5ea-11d1-bbcb-0080c76670c0",,"ms-Exch-DXA-UnConf-Container-List",
,,"d34b0641-e473-4d00-9f89-31dc89d6273b",,"ms-Exch-Data-Classification-Config",
,,"d3370fdc-f17e-495e-b7ed-6aa04e57fa3c",,"ms-Exch-Data-Encryption-Policy-BL",
,,"a673a21e-e65e-43a6-ac59-7e4bfdeb9fb8",,"ms-Exch-Data-Encryption-Policy-Link",
,,"eb17e0a3-6bf3-411f-923d-a8a2041d9cc1",,"ms-Exch-Data-Loss-For-Auto-Database-Mount",
,,"57476274-eb42-42be-bd79-63a691745e7a",,"ms-Exch-Data-Move-Replication-Constraint",
,,"61c47260-454e-11d3-aa72-00c04f8eedd8",,"ms-Exch-Data-Path",
,,"372fadff-d0b6-4552-8057-f3a0d2c706a7",,"ms-Exch-Database-Being-Restored",
,,"14f27149-ba76-4aee-bac8-fced38fdff9d",,"ms-Exch-Database-Created",
,,"c6d141e5-add8-4b0b-902f-f42ec00431cb",,"ms-Exch-Database-Group",
,,"9ce2845c-b093-11d2-aa06-00c04f8eedd8",,"ms-Exch-Database-Session-Addend",
,,"9d0647a2-b093-11d2-aa06-00c04f8eedd8",,"ms-Exch-Database-Session-Increment",
,,"e993421c-4cc0-469d-8486-d8a118f4091b",,"ms-Exch-Datacenter-Activation-Mode",
,,"847584c2-b09e-11d2-aa06-00c04f8eedd8",,"ms-Exch-Default-Admin-Group",
,,"9d22e3da-b093-11d2-aa06-00c04f8eedd8",,"ms-Exch-Default-Domain",
,,"6267667c-cf34-407d-ba11-7cc8cc68ca1b",,"ms-Exch-Default-Load-File",
